id,question,option_a,option_b,option_c,option_d,correct_option,explanation,topic,difficulty
199,Quelle langue est majoritairement parlée au Brésil ?,Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
200,Qui a peint la 'Joconde' ?,Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
201,Quel instrument mesure la pression atmosphérique ?,Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
202,Combien y a-t-il de jours dans une année bissextile ?,366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
203,Quel est l'organe principal de la respiration chez l'homme ?,Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
204,Quelle langue est majoritairement parlée au Brésil ?,Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
205,Qui a peint la 'Joconde' ?,Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
206,Quel instrument mesure la pression atmosphérique ? (v40),Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
207,Combien y a-t-il de jours dans une année bissextile ? (v40),366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
208,Quel est l'organe principal de la respiration chez l'homme ? (v40),Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
209,Quelle langue est majoritairement parlée au Brésil ? (v40),Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
210,Qui a peint la 'Joconde' ? (v40),Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
211,Quel instrument mesure la pression atmosphérique ?,Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
212,Combien y a-t-il de jours dans une année bissextile ?,366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
213,Quel est l'organe principal de la respiration chez l'homme ?,Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
214,Quelle langue est majoritairement parlée au Brésil ?,Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
215,Qui a peint la 'Joconde' ?,Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
216,Quel instrument mesure la pression atmosphérique ?,Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
217,Combien y a-t-il de jours dans une année bissextile ?,366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
218,Quel est l'organe principal de la respiration chez l'homme ?,Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
219,Quelle langue est majoritairement parlée au Brésil ?,Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
220,Qui a peint la 'Joconde' ?,Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
221,Quel instrument mesure la pression atmosphérique ?,Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
222,Combien y a-t-il de jours dans une année bissextile ?,366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
223,Quel est l'organe principal de la respiration chez l'homme ?,Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
224,Quelle langue est majoritairement parlée au Brésil ?,Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
225,Qui a peint la 'Joconde' ?,Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
226,Quel instrument mesure la pression atmosphérique ?,Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
227,Combien y a-t-il de jours dans une année bissextile ?,366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
228,Quel est l'organe principal de la respiration chez l'homme ?,Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
229,Quelle langue est majoritairement parlée au Brésil ?,Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
230,Qui a peint la 'Joconde' ?,Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
231,Quel instrument mesure la pression atmosphérique ? (v45),Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
232,Combien y a-t-il de jours dans une année bissextile ? (v45),366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
233,Quel est l'organe principal de la respiration chez l'homme ? (v45),Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
234,Quelle langue est majoritairement parlée au Brésil ? (v45),Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
235,Qui a peint la 'Joconde' ? (v45),Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
236,Quel instrument mesure la pression atmosphérique ?,Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
237,Combien y a-t-il de jours dans une année bissextile ?,366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
238,Quel est l'organe principal de la respiration chez l'homme ?,Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
239,Quelle langue est majoritairement parlée au Brésil ?,Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
240,Qui a peint la 'Joconde' ?,Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
241,Quel instrument mesure la pression atmosphérique ?,Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
242,Combien y a-t-il de jours dans une année bissextile ?,366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
243,Quel est l'organe principal de la respiration chez l'homme ?,Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
244,Quelle langue est majoritairement parlée au Brésil ?,Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
245,Qui a peint la 'Joconde' ?,Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
246,Quel instrument mesure la pression atmosphérique ?,Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
247,Combien y a-t-il de jours dans une année bissextile ?,366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
248,Quel est l'organe principal de la respiration chez l'homme ?,Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
249,Quelle langue est majoritairement parlée au Brésil ?,Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
250,Qui a peint la 'Joconde' ?,Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
251,Quel instrument mesure la pression atmosphérique ?,Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
252,Combien y a-t-il de jours dans une année bissextile ?,366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
253,Quel est l'organe principal de la respiration chez l'homme ?,Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
254,Quelle langue est majoritairement parlée au Brésil ?,Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
255,Qui a peint la 'Joconde' ?,Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
256,Quel instrument mesure la pression atmosphérique ? (v50),Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
257,Combien y a-t-il de jours dans une année bissextile ? (v50),366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
258,Quel est l'organe principal de la respiration chez l'homme ? (v50),Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
259,Quelle langue est majoritairement parlée au Brésil ? (v50),Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
260,Qui a peint la 'Joconde' ? (v50),Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
261,Quel instrument mesure la pression atmosphérique ?,Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
262,Combien y a-t-il de jours dans une année bissextile ?,366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
263,Quel est l'organe principal de la respiration chez l'homme ?,Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
264,Quelle langue est majoritairement parlée au Brésil ?,Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
265,Qui a peint la 'Joconde' ?,Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
266,Quel instrument mesure la pression atmosphérique ?,Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
267,Combien y a-t-il de jours dans une année bissextile ?,366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
268,Quel est l'organe principal de la respiration chez l'homme ?,Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
269,Quelle langue est majoritairement parlée au Brésil ?,Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
270,Qui a peint la 'Joconde' ?,Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
271,Quel instrument mesure la pression atmosphérique ?,Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
272,Combien y a-t-il de jours dans une année bissextile ?,366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
273,Quel est l'organe principal de la respiration chez l'homme ?,Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
274,Quelle langue est majoritairement parlée au Brésil ?,Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
275,Qui a peint la 'Joconde' ?,Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
276,Quel instrument mesure la pression atmosphérique ?,Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
277,Combien y a-t-il de jours dans une année bissextile ?,366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
278,Quel est l'organe principal de la respiration chez l'homme ?,Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
279,Quelle langue est majoritairement parlée au Brésil ?,Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
280,Qui a peint la 'Joconde' ?,Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
281,Quel instrument mesure la pression atmosphérique ? (v55),Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
282,Combien y a-t-il de jours dans une année bissextile ? (v55),366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
283,Quel est l'organe principal de la respiration chez l'homme ? (v55),Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
284,Quelle langue est majoritairement parlée au Brésil ? (v55),Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
285,Qui a peint la 'Joconde' ? (v55),Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
286,Quel instrument mesure la pression atmosphérique ?,Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
287,Combien y a-t-il de jours dans une année bissextile ?,366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
288,Quel est l'organe principal de la respiration chez l'homme ?,Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
289,Quelle langue est majoritairement parlée au Brésil ?,Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
290,Qui a peint la 'Joconde' ?,Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
291,Quel instrument mesure la pression atmosphérique ?,Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
292,Combien y a-t-il de jours dans une année bissextile ?,366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
293,Quel est l'organe principal de la respiration chez l'homme ?,Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
294,Quelle langue est majoritairement parlée au Brésil ?,Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
295,Qui a peint la 'Joconde' ?,Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
296,Quel instrument mesure la pression atmosphérique ?,Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
